,Tweets,Cleaned_Tweets
439,"India,today's in danger of sinking into darkness due to the ignorance of Modi government #PowerShortageInIndia https://t.co/mTnRsDEzKd","India,today's in danger of sinking into darkness due to the ignorance of Modi government  "
440,"India is in darkness... The BJP is falsely propagating that India is bright
#PowerShortageInIndia",India is in darkness... The BJP is falsely propagating that India is bright
441,"Prolonged power outages hit production in Bokaro industries. Failure of Modi Govt!
#PowerShortageInIndia",Prolonged power outages hit production in Bokaro industries. Failure of Modi Govt!
442,"Maharashtra: Power outage in Bhosari and Akurdi affects 60,000 consumers.The BJP is falsely propagating that India is bright
#PowerShortageInIndia","Maharashtra: Power outage in Bhosari and Akurdi affects 60,000 consumers.The BJP is falsely propagating that India is bright"
443,"#PowerShortageInIndia

 coal shortage ? https://t.co/cOSicnGUtL", coal shortage ? 
444,"The MSEDCL statement said there is a record demand for over 28,000 MW of power, which is about 4,000 MW higher than last year’s due to mismanagement of the BJP
#PowerShortageInIndia","The MSEDCL statement said there is a record demand for over 28,000 MW of power, which is about 4,000 MW higher than last year’s due to mismanagement of the BJP"
445,"Massive iPhone 12, iPhone 12 mini price drop coming! Reason? iPhone 14 launch - HT Tech
Read Full News here : https://t.co/WwTtluCWbe
#CivilServicesDay 
#PowerShortageInIndia 
#AyushGlobalSummit 
#MIvsCSK
https://t.co/N9Y6UJWS5m","Massive iPhone 12, iPhone 12 mini price drop coming! Reason? iPhone 14 launch - HT TechRead Full News here :    "
446,"#India being a tropical geography, I guess, has access to #Sunlight (in surplus) almost through the year. 

Why don't governments leverage into tapping the #SolarPower, which is also a renewable #EnergySource?

#Powercut_Dmk 
#PowerShortageInIndia"," being a tropical geography, I guess, has access to  (in surplus) almost through the year. Why don't governments leverage into tapping the , which is also a renewable ?_Dmk "
447,"Coal shortage is being witnessed in 12 states once again after 2021 The depleting coal inventory of domestic thermal power plants has prompted PSU power engineers to warn of an impending energy crisis. Failure of Modi Govt!
#PowerShortageInIndia",Coal shortage is being witnessed in 12 states once again after 2021 The depleting coal inventory of domestic thermal power plants has prompted PSU power engineers to warn of an impending energy crisis. Failure of Modi Govt!
448,"India is on the verge of an unprecedented power crisis as thermal power plants across the country are grappling with coal shortages. Failure of Modi Govt!
#PowerShortageInIndia",India is on the verge of an unprecedented power crisis as thermal power plants across the country are grappling with coal shortages. Failure of Modi Govt!
449,"There has been a power shortage across the country. The focus of the U.S. government on bulldozers should be on the people and the administration a little bit. Failure of Modi Govt!
#PowerShortageInIndia",There has been a power shortage across the country. The focus of the U.S. government on bulldozers should be on the people and the administration a little bit. Failure of Modi Govt!
450,"The several States are expected to face coal shortages, which leads to power shortages in the coming weeks with India entering peak power demand season. Experts predict that high global thermal coal prices leads to a crisis
#PowerShortageInIndia https://t.co/myIcwQfGh1","The several States are expected to face coal shortages, which leads to power shortages in the coming weeks with India entering peak power demand season. Experts predict that high global thermal coal prices leads to a crisis "
451,"Coal costs less than the bulldozers, do concentrate on people's actual needs than your RSS agenda .Failure of Modi Govt!
#PowerShortageInIndia","Coal costs less than the bulldozers, do concentrate on people's actual needs than your RSS agenda .Failure of Modi Govt!"
452,"Parts of rural areas as well as Nashik and Jalgaon zones of Maharashtra State Electricity Distribution Company Limited (MESDCL) that cover all five districts of Nashik division are facing load-shedding, forcing citiz stage an agitation.Failure of Modi Govt!
#PowerShortageInIndia","Parts of rural areas as well as Nashik and Jalgaon zones of Maharashtra State Electricity Distribution Company Limited (MESDCL) that cover all five districts of Nashik division are facing load-shedding, forcing citiz stage an agitation.Failure of Modi Govt!"
453,"Due to the mismanagement of the BJP Maharastra affected after several years is staring at compulsory power cuts as demand is higher than supply, shortages at over 2,500 MW
#PowerShortageInIndia","Due to the mismanagement of the BJP Maharastra affected after several years is staring at compulsory power cuts as demand is higher than supply, shortages at over 2,500 MW"
454,"If only electricity can be generated from religious hatred Narendra Modi
would’ve made India the sustainable energy capital of the world! 
#PowerShortageInIndia",If only electricity can be generated from religious hatred Narendra Modiwould’ve made India the sustainable energy capital of the world! 
455,"Apex Legends Mobile is a blast to play &amp; even better on the Samsung Galaxy S22 Ultra - Vulcan Post
Read Full News here : https://t.co/WwTtluCWbe
#CivilServicesDay 
#PowerShortageInIndia 
#AyushGlobalSummit 
#MIvsCSK
https://t.co/ON7s6Fkrc0",Apex Legends Mobile is a blast to play &amp; even better on the Samsung Galaxy S22 Ultra - Vulcan PostRead Full News here :    
456,"Maharashtra: Power outage in pocket.Failure of Modi Govt!
#PowerShortageInIndia",Maharashtra: Power outage in pocket.Failure of Modi Govt!
457,"There has been a power shortage across the country. The focus of the U.S. government on bulldozers should be on the people and the administration a little bit. Failure of Modi Govt!
#PowerShortageInIndia",There has been a power shortage across the country. The focus of the U.S. government on bulldozers should be on the people and the administration a little bit. Failure of Modi Govt!
458,"Maharashtra: Power outage in Bhosari and Akurdi affects 60,000 consumers.The BJP is falsely propagating that India is bright
#PowerShortageInIndia","Maharashtra: Power outage in Bhosari and Akurdi affects 60,000 consumers.The BJP is falsely propagating that India is bright"
459,"#PowerShortageInIndia Coal stocks of thermal power plants have fallen below the critical 25% of required stock &amp; in over 50 plants, it has fallen below even the 10% mark. The power crisis will lead to the closure of SMEs &amp; unemployment rate will go higher. Failure of Modi Govt!"," Coal stocks of thermal power plants have fallen below the critical 25% of required stock &amp; in over 50 plants, it has fallen below even the 10% mark. The power crisis will lead to the closure of SMEs &amp; unemployment rate will go higher. Failure of Modi Govt!"
460,"Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP.
#PowerShortageInIndia","Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP."
461,"Parts of rural areas as well as Nashik and Jalgaon zones of Maharashtra State Electricity Distribution Company Limited (MESDCL) that cover all five districts of Nashik division are facing load-shedding, forcing citizens, to stage an agitation.
#PowerShortageInIndia","Parts of rural areas as well as Nashik and Jalgaon zones of Maharashtra State Electricity Distribution Company Limited (MESDCL) that cover all five districts of Nashik division are facing load-shedding, forcing citizens, to stage an agitation."
462,"India is on the verge of an unprecedented power crisis as thermal power plants across the country are grappling with coal shortages. Failure of Modi Govt!
#PowerShortageInIndia",India is on the verge of an unprecedented power crisis as thermal power plants across the country are grappling with coal shortages. Failure of Modi Govt!
463,"Coal shortage is being witnessed in 12 states once again after 2021 The depleting coal inventory of domestic thermal power plants has prompted PSU power engineers to warn of an impending energy crisis Failure of the Modi Govt!
#PowerShortageInIndia",Coal shortage is being witnessed in 12 states once again after 2021 The depleting coal inventory of domestic thermal power plants has prompted PSU power engineers to warn of an impending energy crisis Failure of the Modi Govt!
464,"@Bhairavinachiya Reason for #PowerShortageInIndia is
#PowerlessPM",Bhairavinachiya Reason for  is
465,"#PowerShortageInIndia 
Wake up bjp https://t.co/sAB61ROrOV", Wake up bjp 
466,"The Ilayaraja Issue is a weapon in the hands of the BJP to cover up all this with the rise in electricity and petrol prices
#PowerShortageInIndia",The Ilayaraja Issue is a weapon in the hands of the BJP to cover up all this with the rise in electricity and petrol prices
467,"Coal costs less than the bulldozers, do concentrate on people's actual needs than your RSS agenda .Failure of Modi Govt!
#PowerShortageInIndia","Coal costs less than the bulldozers, do concentrate on people's actual needs than your RSS agenda .Failure of Modi Govt!"
468,"Coal stocks of thermal power plants have fallen below the critical 25% of required stock &amp; in over 50 plants, it has fallen below even the 10% mark. The power crisis will lead to the closure of SMEs &amp; unemployment rate will go higher. Failure of Modi Govt!
#PowerShortageInIndia https://t.co/qtfUCQP40S","Coal stocks of thermal power plants have fallen below the critical 25% of required stock &amp; in over 50 plants, it has fallen below even the 10% mark. The power crisis will lead to the closure of SMEs &amp; unemployment rate will go higher. Failure of Modi Govt! "
469,"Coal costs less than the bulldozers, do concentrate on people's actual needs than your RSS agenda .Failure of Modi Govt!
#PowerShortageInIndia","Coal costs less than the bulldozers, do concentrate on people's actual needs than your RSS agenda .Failure of Modi Govt!"
470,"Redmi 10 Power vs Poco M4 Pro vs Redmi Note 11: Price in India, Specifications and Features Compared - My
Read Full News here : https://t.co/WwTtluCWbe
#CivilServicesDay 
#PowerShortageInIndia 
#AyushGlobalSummit 
#MIvsCSK
https://t.co/aAEx8O1v78","Redmi 10 Power vs Poco M4 Pro vs Redmi Note 11: Price in India, Specifications and Features Compared - MyRead Full News here :    "
471,"Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP.
#PowerShortageInIndia","Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP."
472,"The shortage of electricity as a percentage of demand has shot up to 1.4 percent over the last week, a Reuters analysis of government data showed, higher than the 1 percent deficit due to union government Mismanagement 
#PowerShortageInIndia","The shortage of electricity as a percentage of demand has shot up to 1.4 percent over the last week, a Reuters analysis of government data showed, higher than the 1 percent deficit due to union government Mismanagement "
473,"India is on the verge of an unprecedented power crisis as thermal power plants across the country are grappling with coal shortages. Failure of Modi Govt!
#PowerShortageInIndia",India is on the verge of an unprecedented power crisis as thermal power plants across the country are grappling with coal shortages. Failure of Modi Govt!
474,"Maharashtra, one of the most industrialized states in the country, is on the brink of facing a compulsory power outage due to the Poor administration of the BJP
#PowerShortageInIndia","Maharashtra, one of the most industrialized states in the country, is on the brink of facing a compulsory power outage due to the Poor administration of the BJP"
475,"Failure of Modi Govt!

India suffering from a severe Power Shortage due to a coal shortage!

Industries and households are affected bigger!

#PowerShortageInIndia 
#BJPFails @BJP4Karnataka @INCKarnataka https://t.co/k6GPud42st",Failure of Modi Govt!India suffering from a severe Power Shortage due to a coal shortage!Industries and households are affected bigger!  BJP4Karnataka INCKarnataka 
476,"when the mercury hit nearly 40 degrees Celsius, with the students preparing for examinations, professionals working from home, and the elderly suffering the most.Failure of Modi Govt!
#PowerShortageInIndia https://t.co/PHDEr1aH8A","when the mercury hit nearly 40 degrees Celsius, with the students preparing for examinations, professionals working from home, and the elderly suffering the most.Failure of Modi Govt! "
477,"Maharashtra: Power outage in pocket.Failure of Modi Govt!
#PowerShortageInIndia",Maharashtra: Power outage in pocket.Failure of Modi Govt!
478,#PowerShortageInIndia  Dark India https://t.co/JecCYFXBOw,  Dark India 
479,"Coal costs less than the bulldozers, do concentrate on people's actual needs than your RSS agenda .Failure of Modi Govt!
#PowerShortageInIndia","Coal costs less than the bulldozers, do concentrate on people's actual needs than your RSS agenda .Failure of Modi Govt!"
480,"Maharashtra: Power outage in pocket.Failure of Modi Govt!
#PowerShortageInIndia",Maharashtra: Power outage in pocket.Failure of Modi Govt!
481,"""It Feels Good, But Its Not Over"" Joel Embiid Post Game Presser | 76ers vs Raptors - Game 3 - NBA
Read Full News here : https://t.co/WwTtluCWbe
#CivilServicesDay 
#PowerShortageInIndia 
#AyushGlobalSummit 
#MIvsCSK
https://t.co/aw7ekd4Ii3","""It Feels Good, But Its Not Over"" Joel Embiid Post Game Presser | 76ers vs Raptors - Game 3 - NBARead Full News here :    "
482,"The several States are expected to face coal shortages, which leads to power shortages in the coming weeks with India entering peak power demand season. Experts predict that high global thermal coal prices leads to a crisis
#PowerShortageInIndia","The several States are expected to face coal shortages, which leads to power shortages in the coming weeks with India entering peak power demand season. Experts predict that high global thermal coal prices leads to a crisis"
483,"Maharashtra: Power outage in pocket.Failure of Modi Govt!
#PowerShortageInIndia",Maharashtra: Power outage in pocket.Failure of Modi Govt!
484,"Coal shortage is being witnessed in 12 states once again after October 2021 
The depleting coal inventory of domestic thermal #power plants has prompted PSU power engineers to warn of an impending energy crisis #PowerShortageInIndia @annamalai_k",Coal shortage is being witnessed in 12 states once again after October 2021 The depleting coal inventory of domestic thermal  plants has prompted PSU power engineers to warn of an impending energy crisis  annamalai_k
485,"India is in darkness... The BJP is falsely propagating that India is bright
#PowerShortageInIndia",India is in darkness... The BJP is falsely propagating that India is bright
486,"Coal shortage is being witnessed in 12 states once again after 2021 The depleting coal inventory of domestic thermal power plants has prompted PSU power engineers to warn of an impending energy crisis Failure of the Modi Govt!
#PowerShortageInIndia",Coal shortage is being witnessed in 12 states once again after 2021 The depleting coal inventory of domestic thermal power plants has prompted PSU power engineers to warn of an impending energy crisis Failure of the Modi Govt!
487,"Failure of Modi Govt! India suffering from a severe Power Shortage due to a coal shortage! Industries and households are affected bigger!
#PowerShortageInIndia https://t.co/0QBQcrKAXe",Failure of Modi Govt! India suffering from a severe Power Shortage due to a coal shortage! Industries and households are affected bigger! 
488,"Due to BJP's poor administration according to government data, Jharkhand Bihar, Haryana and Uttarakhand have reported power shortages of over 3 percent each.
#PowerShortageInIndia","Due to BJP's poor administration according to government data, Jharkhand Bihar, Haryana and Uttarakhand have reported power shortages of over 3 percent each."
489,"Power Crisis Gujarat Government Mandates industries to shut a day every week! Failure of BJP Govt!
#PowerShortageInIndia",Power Crisis Gujarat Government Mandates industries to shut a day every week! Failure of BJP Govt!
490,"Coal stocks of thermal power plants have fallen below the critical 25% of required stock &amp; in over 50 plants, it has fallen below even the 10% mark. The power crisis will lead to the closure of SMEs &amp; unemployment rate will go higher. Failure of Modi Govt!
#PowerShortageInIndia","Coal stocks of thermal power plants have fallen below the critical 25% of required stock &amp; in over 50 plants, it has fallen below even the 10% mark. The power crisis will lead to the closure of SMEs &amp; unemployment rate will go higher. Failure of Modi Govt!"
491,"when the mercury hit nearly 40 degrees Celsius, with the students preparing for examinations, professionals working from home, and the elderly suffering the most.Failure of Modi Govt!
#PowerShortageInIndia","when the mercury hit nearly 40 degrees Celsius, with the students preparing for examinations, professionals working from home, and the elderly suffering the most.Failure of Modi Govt!"
492,"The MSEDCL statement said there is a record demand for over 28,000 MW of power, which is about 4,000 MW higher than last year’s due to mismanagement of the BJP
#PowerShortageInIndia","The MSEDCL statement said there is a record demand for over 28,000 MW of power, which is about 4,000 MW higher than last year’s due to mismanagement of the BJP"
493,"DVC power facility is not available for MSMEs or small industries making them depend on electricity supplied by the state electricity department. Failure of Modi Govt!
#PowerShortageInIndia",DVC power facility is not available for MSMEs or small industries making them depend on electricity supplied by the state electricity department. Failure of Modi Govt!
494,"If only electricity can be generated from religious hatred Narendra Modi
would’ve made India the sustainable energy capital of the world! 
#PowerShortageInIndia",If only electricity can be generated from religious hatred Narendra Modiwould’ve made India the sustainable energy capital of the world! 
495,"Failure of Modi Govt! India suffering from a severe Power Shortage due to a coal shortage! Industries and households are affected bigger!
#PowerShortageInIndia",Failure of Modi Govt! India suffering from a severe Power Shortage due to a coal shortage! Industries and households are affected bigger!
496,"Due to the mismanagement of the BJP Maharastra affected after several years is staring at compulsory power cuts as demand is higher than supply, shortages at over 2,500 MW
#PowerShortageInIndia","Due to the mismanagement of the BJP Maharastra affected after several years is staring at compulsory power cuts as demand is higher than supply, shortages at over 2,500 MW"
497,"India is in Danger of sinking into Power Cut due to the administrative incompetence of the Modi Govt 😡

#PowerShortageInIndia https://t.co/k8CquAjSLQ",India is in Danger of sinking into Power Cut due to the administrative incompetence of the Modi Govt 😡 
498,"The shortage of electricity as a percentage of demand has shot up to 1.4 percent over the last week, a Reuters analysis of government data showed, higher than the 1 percent deficit due to union government Mismanagement 
#PowerShortageInIndia","The shortage of electricity as a percentage of demand has shot up to 1.4 percent over the last week, a Reuters analysis of government data showed, higher than the 1 percent deficit due to union government Mismanagement "
499,"The Ilayaraja Issue is a weapon in the hands of the BJP to cover up all this with the rise in electricity and petrol prices. 
#PowerShortageInIndia",The Ilayaraja Issue is a weapon in the hands of the BJP to cover up all this with the rise in electricity and petrol prices. 
500,"The Bokaro Chamber of Commerce and Industries said it will write an open letter to CM Hemant Soren and seek his urgent intervention in restoring the electricity supply in the district for the sake of the industrial units and the citizens.Failure of Modi Govt
#PowerShortageInIndia",The Bokaro Chamber of Commerce and Industries said it will write an open letter to CM Hemant Soren and seek his urgent intervention in restoring the electricity supply in the district for the sake of the industrial units and the citizens.Failure of Modi Govt
501,"Maharashtra, one of the most industrialized states in the country, is on the brink of facing a compulsory power outage due to the Poor administration of the BJP
#PowerShortageInIndia","Maharashtra, one of the most industrialized states in the country, is on the brink of facing a compulsory power outage due to the Poor administration of the BJP"
502,"Modi plans to make his Boss Ambani catch up with Adani. With more power cuts, fuel purchases for generators will go up, and Ambani can be in the world's richest race again! BJP great Move
#PowerShortageInIndia","Modi plans to make his Boss Ambani catch up with Adani. With more power cuts, fuel purchases for generators will go up, and Ambani can be in the world's richest race again! BJP great Move"
503,"The Ilayaraja Issue is a weapon in the hands of the BJP to cover up all this with the rise in electricity and petrol prices. 
#PowerShortageInIndia",The Ilayaraja Issue is a weapon in the hands of the BJP to cover up all this with the rise in electricity and petrol prices. 
504,"The several States are expected to face coal shortages, which leads to power shortages in the coming weeks with India entering peak power demand season. Experts predict that high global thermal coal prices leads to a crisis
#PowerShortageInIndia","The several States are expected to face coal shortages, which leads to power shortages in the coming weeks with India entering peak power demand season. Experts predict that high global thermal coal prices leads to a crisis"
505,"The several States are expected to face coal shortages, which leads to power shortages in the coming weeks with India entering peak power demand season. Experts predict that high global thermal coal prices leads to a crisis
#PowerShortageInIndia","The several States are expected to face coal shortages, which leads to power shortages in the coming weeks with India entering peak power demand season. Experts predict that high global thermal coal prices leads to a crisis"
506,"Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP.
#PowerShortageInIndia","Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP."
507,"Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP.
#PowerShortageInIndia","Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP."
508,"Power Crisis Gujarat Government Mandates industries to shut a day every week! Failure of BJP Govt!
#PowerShortageInIndia",Power Crisis Gujarat Government Mandates industries to shut a day every week! Failure of BJP Govt!
509,"Federal Court rules Rafizi made 'fair comment' against NFCorp, chairperson - Malaysiakini
Read Full News here : https://t.co/WwTtluCWbe
#CivilServicesDay 
#PowerShortageInIndia 
#AyushGlobalSummit 
#MIvsCSK
https://t.co/bv5t67hKKz","Federal Court rules Rafizi made 'fair comment' against NFCorp, chairperson - MalaysiakiniRead Full News here :    "
510,"India is in darkness... The BJP is falsely propagating that India is bright
#PowerShortageInIndia",India is in darkness... The BJP is falsely propagating that India is bright
511,"The long coasts of #PeninsularIndia can also be made use of to tap #HydelPower.  It isn't impossible. There is a need for research and implementation to go in.

#Powercut_Dmk 
#PowerShortageInIndia https://t.co/LalcPJIjYU",The long coasts of  can also be made use of to tap .  It isn't impossible. There is a need for research and implementation to go in._Dmk  
512,"Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. 
#PowerShortageInIndia","Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. "
513,"India is in darkness... The BJP is falsely propagating that India is bright
#PowerShortageInIndia",India is in darkness... The BJP is falsely propagating that India is bright
514,"Besides the industrial units, the life of common people has been thrown off gear. If the situation does not improve, we will hit the streets in protest.” Failure of Modi Govt.
#PowerShortageInIndia","Besides the industrial units, the life of common people has been thrown off gear. If the situation does not improve, we will hit the streets in protest.” Failure of Modi Govt."
515,"Due to BJP's poor administration according to government data, Jharkhand Bihar, Haryana and Uttarakhand have reported power shortages of over 3 percent each.
#PowerShortageInIndia","Due to BJP's poor administration according to government data, Jharkhand Bihar, Haryana and Uttarakhand have reported power shortages of over 3 percent each."
516,"#PowerShortageInIndia 
Modi  don't say reason for power shortage Because of former prime minister  Nehru ji @BJPtamilagam @annamalai_k https://t.co/v2f20clSCy", Modi  don't say reason for power shortage Because of former prime minister  Nehru ji BJPtamilagam annamalai_k 
517,"Besides the industrial units, the life of common people has been thrown off gear. If the situation does not improve, we will hit the streets in protest.” Failure of Modi Govt.
#PowerShortageInIndia","Besides the industrial units, the life of common people has been thrown off gear. If the situation does not improve, we will hit the streets in protest.” Failure of Modi Govt."
518,"The Bokaro Chamber of Commerce and Industries said it will write an open letter to CM Hemant Soren and seek his urgent intervention in restoring the electricity supply in the district for the sake of the industrial units citizens.Failure of Modi Govt!
#PowerShortageInIndia",The Bokaro Chamber of Commerce and Industries said it will write an open letter to CM Hemant Soren and seek his urgent intervention in restoring the electricity supply in the district for the sake of the industrial units citizens.Failure of Modi Govt!
519,"The MSEDCL statement said there is a record demand for over 28,000 MW of power, which is about 4,000 MW higher than last year’s due to mismanagement of the BJP
#PowerShortageInIndia","The MSEDCL statement said there is a record demand for over 28,000 MW of power, which is about 4,000 MW higher than last year’s due to mismanagement of the BJP"
520,"Due to BJP's poor administration according to government data, Jharkhand Bihar, Haryana and Uttarakhand have reported power shortages of over 3 percent each.
#PowerShortageInIndia","Due to BJP's poor administration according to government data, Jharkhand Bihar, Haryana and Uttarakhand have reported power shortages of over 3 percent each."
521,"Due to the mismanagement of the BJP Maharastra affected after several years is staring at compulsory power cuts as demand is higher than supply, shortages at over 2,500 MW
#PowerShortageInIndia","Due to the mismanagement of the BJP Maharastra affected after several years is staring at compulsory power cuts as demand is higher than supply, shortages at over 2,500 MW"
522,"#PowerShortageInIndia Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake."," Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake."
523,"DVC power facility is not available for MSMEs or small industries making them depend on electricity supplied by the state electricity department. Failure of Modi Govt!
#PowerShortageInIndia",DVC power facility is not available for MSMEs or small industries making them depend on electricity supplied by the state electricity department. Failure of Modi Govt!
524,"The shortage of electricity as a percentage of demand has shot up to 1.4 percent over the last week, a Reuters analysis of government data showed, higher than the 1 percent deficit due to union government Mismanagement 
#PowerShortageInIndia","The shortage of electricity as a percentage of demand has shot up to 1.4 percent over the last week, a Reuters analysis of government data showed, higher than the 1 percent deficit due to union government Mismanagement "
525,"The MSEDCL statement said there is a record demand for over 28,000 MW of power, which is about 4,000 MW higher than last year’s due to mismanagement of the BJP
#PowerShortageInIndia","The MSEDCL statement said there is a record demand for over 28,000 MW of power, which is about 4,000 MW higher than last year’s due to mismanagement of the BJP"
526,"@DMKITwing India is in danger of sinking into darkness due to the Modi government's negligence!

https://t.co/FpFPh1rx6J

#PowerShortageInIndia",DMKITwing India is in danger of sinking into darkness due to the Modi government's negligence!
527,"Maharashtra, one of the most industrialized states in the country, is on the brink of facing a compulsory power outage due to the Poor administration of the BJP
#PowerShortageInIndia","Maharashtra, one of the most industrialized states in the country, is on the brink of facing a compulsory power outage due to the Poor administration of the BJP"
528,"Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. 
#PowerShortageInIndia","Due to mismanagement &amp; poor administration of BJP, India's coal shortage &amp; rising power demand could become another stagflationary shock &amp; making power crisis in 12 states. Instead of concentrating on bulldozers, act on needs of the people for India's sake. "
529,"Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP.
#PowerShortageInIndia","Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP."
530,"Due to the mismanagement of the BJP Maharastra affected after several years is staring at compulsory power cuts as demand is higher than supply, shortages at over 2,500 MW
#PowerShortageInIndia","Due to the mismanagement of the BJP Maharastra affected after several years is staring at compulsory power cuts as demand is higher than supply, shortages at over 2,500 MW"
531,"Maharashtra, one of the most industrialized states in the country, is on the brink of facing a compulsory power outage due to the Poor administration of the BJP
#PowerShortageInIndia","Maharashtra, one of the most industrialized states in the country, is on the brink of facing a compulsory power outage due to the Poor administration of the BJP"
532,"The Ilayaraja Issue is a weapon in the hands of the BJP to cover up all this with the rise in electricity and petrol prices. 
#PowerShortageInIndia",The Ilayaraja Issue is a weapon in the hands of the BJP to cover up all this with the rise in electricity and petrol prices. 
533,"#India being a tropical geography, I guess, has access to #Sunlight (in surplus) almost through the year. 

Why don't governments leverage into tapping the #SolarPower, which is also a renewable #EnergySource?

#Powercut_Dmk 
#PowerShortageInIndia"," being a tropical geography, I guess, has access to  (in surplus) almost through the year. Why don't governments leverage into tapping the , which is also a renewable ?_Dmk "
534,"The shortage of electricity as a percentage of demand has shot up to 1.4 percent over the last week, a Reuters analysis of government data showed, higher than the 1 percent deficit due to union government Mismanagement 
#PowerShortageInIndia","The shortage of electricity as a percentage of demand has shot up to 1.4 percent over the last week, a Reuters analysis of government data showed, higher than the 1 percent deficit due to union government Mismanagement "
535,"DVC power facility is not available for MSMEs or small industries making them depend on electricity supplied by the state electricity department. Failure of Modi Govt!
#PowerShortageInIndia",DVC power facility is not available for MSMEs or small industries making them depend on electricity supplied by the state electricity department. Failure of Modi Govt!
536,"The shortage of electricity as a percentage of demand has shot up to 1.4 percent over the last week, a Reuters analysis of government data showed, higher than the 1 percent deficit due to union government Mismanagement 
#PowerShortageInIndia","The shortage of electricity as a percentage of demand has shot up to 1.4 percent over the last week, a Reuters analysis of government data showed, higher than the 1 percent deficit due to union government Mismanagement "
537,"The several States are expected to face coal shortages, which leads to power shortages in the coming weeks with India entering peak power demand season. Experts predict that high global thermal coal prices leads to a crisis
#PowerShortageInIndia","The several States are expected to face coal shortages, which leads to power shortages in the coming weeks with India entering peak power demand season. Experts predict that high global thermal coal prices leads to a crisis"
538,"Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP.
#PowerShortageInIndia","Andhra Pradesh, Karnataka, Bihar, Madhya Pradesh, Jharkhand, Punjab, Haryana, Rajasthan, Telangana and Uttar Pradesh have started seeing power cuts over the last few days Due to mismanagement &amp; poor administration of BJP."
539,"Modi plans to make his Boss Ambani catch up with Adani. With more power cuts, fuel purchases for generators will go up, and Ambani can be in the world's richest race again! BJP great Move
#PowerShortageInIndia","Modi plans to make his Boss Ambani catch up with Adani. With more power cuts, fuel purchases for generators will go up, and Ambani can be in the world's richest race again! BJP great Move"
540,"Maharashtra, one of the most industrialized states in the country, is on the brink of facing a compulsory power outage due to the Poor administration of the BJP
#PowerShortageInIndia","Maharashtra, one of the most industrialized states in the country, is on the brink of facing a compulsory power outage due to the Poor administration of the BJP"
